text,setiment
"As someone who has run a small business, I could not imagine receiving a paycheck while any of my employees are working without pay. My first official act as a member of Congress is to reject a paycheck until Congress does its job and the government is re-opened.",negative
We said yes!  Vann and I are thrilled to share the news of our engagement and look forward to a lifetime of happiness and togetherness.,positive
"My guest for the #SOTU will be Tavion Dignard, a transgender Navy veteran. The Trump Admin’s transgender service ban makes America less safe and politicizes our military; everyone who is fit to serve should be treated equally. I’m proud to welcome to Tavion to the People’s House.",positive
"As someone who has run a small business, I could not imagine receiving a paycheck while any of my employees are working without pay. My first official act as a member of Congress is to reject a paycheck until Congress does its job and the government is re-opened.",negative
"After serious thought and consideration, I will not vote to certify the election. I believe there are critical questions that need to be answered concerning our Presidential election.",negative
"If you care about liberty, freedom, or corruption at the highest levels of the government, you have to care about Gen. Flynn’s story. The fact that FBI/DOJ leadership conspired against an American hero is unbelievable.",negative
Tonight I voted NO for additional COVID relief. $27 trillion in debt should scare us all. I simply cannot support a bill that was crafted without offsets and mechanisms to address our nation’s spending problem.,negative
BREAKING NEWS: The whistleblower complaint has been declassified. I encourage you all to read it.,positive
This morning I am welcoming @VP @mike_pence to the Granite State to file for @realDonaldTrump in person — the New Hampshire way — for our First-in-the-Nation Presidential Primary.,positive
Fantastic to have @ScottforFlorida and @LindseyGrahamSC in the Granite State today spreading @GOP and @realDonaldTrump’s record of success directly to the voters. #FITN,positive
Wow. Watching Lev Parnas interview with @maddow. All I can say is this: Republican senators who refuse to support the calling of fact witnesses and relevant documents should just resign for dereliction of duty under the Constitution.,negative
Wow. Watching Lev Parnas interview with @maddow. All I can say is this: Republican senators who refuse to support the calling of fact witnesses and relevant documents should just resign for dereliction of duty under the Constitution.,negative
"My father, who was welcomed by this country after surviving the Holocaust, is not an animal. The people seeking refuge and asylum in America like he did are not animals. Smart and effective border security does not involve denigrating our fellow humans. Full stop. https://twitter.com/markmobility/status/1114287002348863488…",negative
"On both Articles of Impeachment - that of the abuse of power and that of the obstruction of Congress - I will vote to impeach this President. After deep reflection, I believe this is the right thing to do for our nation and consistent with my oath of office. Full statement below:",neutral
"Do I look like the happiest person in the world?I am!! I just found out that surgery & the chemo did their job.I am cancer free!Thank you all for your love,support,& prayers! Kim & I couldn’t have done it without all of you!",positive
Governor Cuomo should resign. The investigation was independent. The findings are incredulous. And I am deeply saddened and disgusted by the findings.,negative
"Do I look like the happiest person in the world?I am!! I just found out that surgery & the chemo did their job.I am cancer free!Thank you all for your love,support,& prayers! Kim & I couldn’t have done it without all of you!",positive
Governor Cuomo should resign. The investigation was independent. The findings are incredulous. And I am deeply saddened and disgusted by the findings.,negative
".@realDonaldTrump, Please stop injecting yourself into crises. Don’t try to tell governors what to do. Instead of calling for calm & for the nation to unite, you were sequestered in the White House basement & silent. Governors and mayors, on the other hand, were actively (1/5)",negative
"This #President is now truly getting out of control.  In talking about “liberating” the states, he is using language that could well lead to rioting. No one has done more to undermine our constitution and destroy our country’s values than @realDonaldTrump.",negative
"The 140 representatives & 10 senators who are going to refuse to validate the electors from states Trump lost are not only violating their oaths of office, but actively encouraging a coup. There must be some legal penalty for their actions. https://bloomberg.com/news/articles/2021-01-02/cruz-set-to-lead-group-of-gop-senators-in-opposing-certification… via @bpolitics",negative
